tinh,huyen,xa,m9c8,m9c9a,m9c9b,m9c9c,m9c10,m9c11
117,15,49,3,1,2.0,0.0,1.0,6.0
201,03,11,1,1,0.0,,1.0,12.0
201,03,11,4,1,5.0,0.0,1.0,1.0
201,03,11,8,1,5.0,0.0,1.0,
201,03,27,1,1,5.0,0.0,1.0,28.0
201,03,27,4,1,5.0,0.0,1.0,1.0
201,03,27,8,1,5.0,0.0,1.0,
201,05,07,1,1,5.0,0.0,1.0,3.0
201,05,07,3,1,2.0,0.0,1.0,0.0
201,05,07,8,1,5.0,0.0,1.0,
201,05,11,1,1,2.0,0.0,1.0,9.0
201,05,11,3,1,2.0,0.0,1.0,0.0
201,05,11,8,2,0.0,,1.0,
201,05,31,1,1,2.0,8.0,1.0,26.0
201,05,31,8,2,1.0,8.0,1.0,
201,07,02,1,1,5.0,0.0,1.0,2.0
201,07,02,3,1,0.0,,1.0,1.0
201,07,02,8,8,0.0,,,
201,07,07,1,1,0.0,,1.0,35.0
201,07,07,3,1,2.0,0.0,1.0,0.0
201,07,07,8,2,0.0,,1.0,
201,07,25,1,3,1.0,5.0,1.0,58.0
201,07,25,2,1,3.0,5.0,1.0,158.0
201,07,25,3,3,5.0,1.0,1.0,58.0
201,07,25,6,3,5.0,1.0,1.0,58.0
201,07,25,8,1,5.0,3.0,1.0,
201,09,07,1,1,2.0,0.0,1.0,13.0
201,09,07,8,8,2.0,0.0,1.0,
201,09,11,1,1,0.0,,1.0,12.0
201,09,11,3,2,0.0,,1.0,12.0
201,09,11,4,1,0.0,,1.0,12.0
201,09,11,8,3,0.0,,,
201,11,11,1,1,2.0,0.0,1.0,7.0
201,11,11,8,2,0.0,,1.0,
201,13,19,1,1,9.0,0.0,1.0,6.0
201,13,19,3,1,2.0,0.0,1.0,0.0
201,13,19,4,1,2.0,0.0,1.0,0.0
201,13,19,8,1,2.0,0.0,1.0,
201,13,23,1,1,3.0,0.0,1.0,11.0
201,13,23,3,1,2.0,0.0,1.0,0.0
201,13,23,4,1,2.0,0.0,1.0,0.0
201,13,23,8,1,3.0,0.0,1.0,
201,13,47,1,1,2.0,0.0,1.0,0.0
201,13,47,3,1,2.0,0.0,1.0,0.0
201,13,47,4,1,2.0,0.0,1.0,0.0
201,13,47,6,1,2.0,8.0,1.0,0.0
201,13,47,8,1,2.0,8.0,1.0,
201,15,07,1,2,0.0,,2.0,16.0
201,15,07,3,2,0.0,,1.0,16.0
201,15,07,4,3,0.0,,,36.0
201,15,07,6,2,0.0,,1.0,12.0
201,15,07,8,2,0.0,,1.0,
201,15,13,1,1,2.0,0.0,1.0,15.0
201,15,13,3,1,2.0,0.0,1.0,0.0
201,15,13,4,1,2.0,0.0,1.0,0.0
201,15,13,6,1,2.0,0.0,1.0,0.0
201,15,13,8,1,2.0,0.0,1.0,
201,15,37,1,1,2.0,0.0,1.0,14.0
201,15,37,3,1,2.0,0.0,1.0,0.0
201,15,37,4,1,0.0,,1.0,0.0
201,15,37,6,1,0.0,,1.0,0.0
201,15,37,8,1,2.0,0.0,1.0,
201,15,41,1,1,2.0,0.0,1.0,14.0
201,15,41,3,1,2.0,0.0,1.0,0.0
201,15,41,4,1,0.0,,1.0,0.0
201,15,41,6,1,2.0,0.0,1.0,0.0
201,15,41,8,1,0.0,,1.0,
201,15,45,1,1,0.0,,1.0,18.0
201,15,45,4,1,0.0,,1.0,18.0
201,15,45,8,1,0.0,,1.0,
201,17,13,1,1,0.0,,1.0,18.0
201,17,13,3,1,2.0,0.0,1.0,0.0
201,17,13,4,1,0.0,,1.0,0.0
201,17,13,8,1,0.0,,1.0,
201,17,33,1,2,1.0,3.0,1.0,56.0
201,17,33,3,1,2.0,3.0,1.0,0.0
201,17,33,6,1,2.0,3.0,1.0,0.0
201,17,33,8,1,3.0,2.0,1.0,
201,19,09,1,1,3.0,0.0,1.0,30.0
201,19,09,3,1,3.0,0.0,1.0,8.5
201,19,09,6,8,1.0,5.0,1.0,0.0
201,19,09,8,8,1.0,5.0,1.0,
201,19,15,1,1,6.0,2.0,1.0,6.0
201,19,15,3,2,1.0,8.0,1.0,6.0
201,19,15,4,1,2.0,3.0,1.0,6.0
201,19,15,6,8,3.0,0.0,,0.5
201,19,15,8,8,0.0,,,
201,19,19,1,1,2.0,3.0,1.0,17.0
201,19,19,3,1,2.0,0.0,1.0,4.0
201,19,19,4,1,2.0,0.0,1.0,4.0
201,19,19,6,8,6.0,3.0,,0.0
201,19,19,8,3,8.0,0.0,,
201,19,35,1,1,2.0,8.0,1.0,15.0
201,19,35,3,1,2.0,0.0,1.0,14.0
201,19,35,4,1,2.0,0.0,1.0,0.0
201,19,35,6,8,3.0,0.0,,0.0
201,19,35,7,8,5.0,0.0,,0.0
201,19,35,8,1,8.0,5.0,1.0,
201,19,41,1,1,2.0,3.0,1.0,7.0
201,19,41,3,1,4.0,2.0,2.0,7.0
201,19,41,4,1,2.0,0.0,1.0,7.0
201,19,41,6,1,2.0,8.0,1.0,1.0
201,19,41,7,1,3.0,6.0,2.0,2.0
201,19,41,8,3,4.0,8.0,,
201,19,53,1,1,3.0,5.0,1.0,10.0
201,19,53,6,1,3.0,5.0,1.0,5.0
201,19,53,8,3,7.0,0.0,,
201,19,61,1,1,8.0,5.0,1.0,22.0
201,19,61,3,5,8.0,0.0,,40.0
201,19,61,4,8,1.0,0.0,1.0,40.0
201,19,61,6,2,1.0,0.0,1.0,15.0
201,19,61,8,8,2.0,0.0,1.0,
203,01,09,1,1,2.0,8.0,2.0,2.0
203,01,13,1,2,3.0,5.0,2.0,4.0
203,01,13,3,6,0.0,,,6.0
203,01,13,8,3,0.0,,,
203,03,17,1,1,3.0,8.0,1.0,10.0
203,03,17,3,1,3.0,8.0,1.0,10.0
203,03,17,8,1,8.0,3.0,1.0,
203,03,37,1,3,5.0,1.0,1.0,20.0
203,03,37,3,2,0.0,,1.0,20.0
203,03,37,8,8,3.0,2.0,1.0,
203,04,03,1,3,1.0,0.0,1.0,43.0
203,04,03,4,1,0.0,,1.0,43.0
203,04,07,1,1,3.0,5.0,1.0,28.0
203,04,07,3,1,3.0,5.0,1.0,28.0
203,04,07,4,1,3.0,5.0,1.0,28.0
203,04,09,1,1,0.0,,1.0,21.0
203,04,09,4,3,0.0,,,33.0
203,04,11,1,3,0.0,,,27.0
203,04,11,4,3,0.0,,,27.0
203,05,17,1,1,0.0,,1.0,10.0
203,05,17,8,3,1.0,0.0,2.0,
203,05,23,1,5,3.0,4.0,,18.0
203,05,23,3,1,3.0,5.0,1.0,18.0
203,05,23,4,3,1.0,5.0,1.0,18.0
203,05,23,8,3,0.0,,,
203,05,29,3,1,3.0,0.0,1.0,10.0
203,05,29,4,1,3.0,0.0,1.0,10.0
203,07,02,1,1,3.0,4.0,1.0,5.0
203,07,02,3,1,3.0,4.0,1.0,5.0
203,07,02,4,1,3.0,4.0,1.0,5.0
203,07,15,1,3,4.0,0.0,,12.0
203,07,15,3,1,0.0,,1.0,12.0
203,09,05,1,1,2.0,4.0,1.0,23.0
203,09,05,8,3,4.0,5.0,,
203,11,09,1,1,2.0,3.0,1.0,9.0
203,11,09,2,1,2.0,5.0,1.0,9.0
203,11,09,3,1,2.0,5.0,1.0,9.0
203,11,17,1,1,2.0,3.0,1.0,5.0
203,11,17,4,2,3.0,5.0,1.0,5.0
203,11,19,1,2,3.0,5.0,1.0,2.0
203,11,19,4,2,3.0,5.0,1.0,2.0
203,11,29,1,1,2.0,3.0,1.0,5.0
203,11,29,4,6,2.0,9.0,1.0,5.0
203,13,17,1,2,3.0,0.0,1.0,20.0
203,13,17,4,2,3.0,0.0,1.0,20.0
203,13,29,1,2,0.0,,1.0,18.0
203,13,29,4,2,0.0,,1.0,18.0
203,13,31,3,2,5.0,3.0,1.0,12.0
203,15,03,1,1,2.0,8.0,1.0,25.0
203,15,03,3,1,2.0,8.0,1.0,25.0
203,15,11,1,1,3.0,0.0,9.0,4.0
203,15,11,3,1,6.0,0.0,9.0,4.0
203,15,15,1,1,3.0,0.0,1.0,3.0
203,15,15,3,2,6.0,0.0,1.0,3.0
203,15,25,1,2,3.0,0.0,1.0,9.0
203,15,25,3,6,2.0,0.0,1.0,9.0
203,15,31,2,6,0.0,,,8.0
203,15,31,3,2,6.0,0.0,1.0,8.0
203,15,39,1,2,1.0,8.0,1.0,20.0
203,15,39,3,1,5.0,6.0,1.0,25.0
203,15,39,9,1,2.0,5.0,1.0,
203,17,15,3,3,5.0,0.0,,15.0
203,17,15,4,3,5.0,0.0,,15.0
203,17,15,8,1,5.0,0.0,9.0,
203,17,27,1,1,3.0,5.0,1.0,10.0
203,17,27,4,1,3.0,5.0,1.0,10.0
203,17,27,8,1,3.0,5.0,1.0,
203,17,29,1,1,5.0,0.0,1.0,12.0
203,17,29,3,1,5.0,0.0,1.0,12.0
203,17,29,4,1,5.0,0.0,1.0,12.0
203,17,35,3,1,2.0,5.0,1.0,15.0
203,17,35,4,1,2.0,5.0,1.0,15.0
203,17,35,8,1,2.0,5.0,1.0,
203,19,05,3,1,3.0,4.0,1.0,16.0
203,19,05,6,5,3.0,8.0,,16.0
203,19,05,8,2,3.0,8.0,1.0,
203,19,15,3,1,5.0,0.0,1.0,2.0
203,19,15,4,1,5.0,0.0,1.0,2.0
203,19,15,8,1,5.0,0.0,1.0,
203,19,21,1,2,3.0,8.0,1.0,4.0
203,19,21,3,2,3.0,8.0,1.0,4.0
203,21,21,1,1,3.0,0.0,1.0,18.0
203,21,21,4,1,0.0,,1.0,18.0
203,21,21,8,1,3.0,0.0,1.0,
205,01,19,3,1,0.0,,1.0,4.0
205,01,19,4,3,6.0,0.0,,6.0
205,01,19,8,1,6.0,0.0,2.0,
205,05,01,1,1,2.0,5.0,2.0,0.5
205,05,01,3,1,2.0,5.0,2.0,0.5
205,05,01,5,1,2.0,3.0,1.0,0.5
205,05,17,1,1,2.0,5.0,1.0,12.0
205,05,17,3,1,2.0,5.0,1.0,12.0
205,05,17,8,1,3.0,5.0,1.0,
205,05,31,1,1,2.0,6.0,1.0,3.0
205,07,15,1,1,3.0,0.0,1.0,3.0
205,07,15,8,1,3.0,0.0,1.0,
205,07,31,1,1,2.0,0.0,1.0,32.0
205,07,31,8,8,0.0,,,
205,08,03,1,1,3.0,0.0,1.0,3.0
205,08,03,8,1,3.0,0.0,1.0,
205,08,23,1,1,0.0,,1.0,8.0
205,08,23,3,1,0.0,,1.0,8.0
205,08,23,8,5,0.0,,,
205,09,51,1,2,3.0,5.0,1.0,25.0
205,09,65,1,1,2.0,3.0,1.0,12.0
205,11,11,1,1,6.0,7.0,1.0,30.0
205,11,11,3,1,6.0,7.0,1.0,30.0
205,11,11,4,1,6.0,7.0,1.0,0.0
205,11,11,6,1,6.0,7.0,1.0,0.0
205,11,11,8,1,6.0,7.0,1.0,
205,11,15,1,2,5.0,6.0,1.0,3.0
205,11,15,3,2,5.0,6.0,1.0,3.0
205,11,15,6,2,5.0,6.0,1.0,3.0
205,11,15,8,2,5.0,6.0,1.0,
205,11,19,1,1,2.0,4.0,1.0,3.0
205,11,19,3,6,7.0,8.0,,3.0
205,11,19,4,6,7.0,8.0,,1.0
205,11,19,6,6,7.0,8.0,,1.0
205,11,19,8,6,7.0,8.0,,
205,11,23,1,1,3.0,4.0,1.0,20.0
205,11,23,3,6,7.0,8.0,,20.0
205,11,23,4,6,7.0,8.0,,20.0
205,11,23,6,8,2.0,0.0,1.0,15.0
205,11,23,8,5,2.0,0.0,1.0,
205,13,11,1,9,5.0,3.0,,6.0
205,13,11,9,9,0.0,,,-1.0
205,13,29,1,9,5.0,3.0,,30.0
205,13,29,9,9,0.0,,,-1.0
205,15,11,1,2,8.0,1.0,1.0,23.0
205,15,11,3,8,1.0,5.0,1.0,23.0
205,15,11,4,1,3.0,5.0,1.0,23.0
205,15,11,8,3,5.0,8.0,,
205,15,27,1,1,3.0,4.0,1.0,2.0
205,15,27,3,1,3.0,4.0,1.0,23.0
205,15,27,4,1,3.0,4.0,1.0,2.0
205,19,05,1,2,3.0,6.0,1.0,1.0
205,19,17,1,2,5.0,6.0,1.0,3.5
205,19,33,1,2,3.0,6.0,1.0,7.0
207,01,13,1,8,0.0,,,9.0
207,01,13,8,8,0.0,,,
207,01,15,1,1,3.0,6.0,1.0,3.0
207,01,15,3,1,3.0,6.0,1.0,3.0
207,03,03,1,1,2.0,6.0,1.0,8.0
207,03,03,6,2,0.0,,1.0,3.0
207,03,03,8,2,0.0,,1.0,
207,03,07,3,1,0.0,,1.0,16.0
207,03,07,4,1,0.0,,1.0,16.0
207,03,25,1,1,2.0,8.0,1.0,4.0
207,03,25,6,2,3.0,4.0,1.0,2.0
207,04,05,1,2,1.0,3.0,1.0,6.0
207,04,07,3,1,2.0,8.0,1.0,12.0
207,04,07,8,3,0.0,,,
207,04,17,1,1,2.0,8.0,1.0,20.0
207,05,03,1,2,3.0,5.0,1.0,0.0
207,05,03,8,3,2.0,5.0,1.0,
207,05,07,1,2,3.0,5.0,1.0,0.0
207,05,07,8,3,2.0,5.0,1.0,
207,05,09,1,1,2.0,5.0,1.0,18.0
207,05,09,4,2,1.0,5.0,1.0,18.0
207,05,09,7,2,0.0,,1.0,18.0
207,05,09,8,3,4.0,5.0,,
207,07,07,1,1,5.0,4.0,1.0,0.0
207,07,21,1,1,2.0,5.0,1.0,6.5
207,07,31,1,3,5.0,6.0,,15.0
207,07,31,4,8,0.0,,,0.0
207,07,31,8,3,0.0,,,
207,07,37,1,1,3.0,0.0,2.0,20.0
207,07,37,4,2,0.0,,1.0,-1.0
207,07,37,8,2,5.0,0.0,1.0,
207,09,13,1,1,6.0,0.0,1.0,18.0
207,09,21,1,1,5.0,2.0,1.0,2.0
207,09,21,6,1,5.0,2.0,1.0,0.0
207,09,21,8,1,5.0,2.0,1.0,
207,11,07,1,1,6.0,3.0,1.0,27.0
207,11,25,1,1,2.0,5.0,1.0,10.0
207,11,25,3,1,2.0,5.0,1.0,10.0
207,11,25,4,1,2.0,5.0,1.0,10.0
207,11,25,5,1,2.0,5.0,1.0,10.0
207,11,33,1,2,1.0,6.0,1.0,11.0
207,12,15,1,1,2.0,3.0,1.0,1.0
207,12,15,6,8,5.0,6.0,,0.5
207,12,15,8,7,4.0,2.0,1.0,
207,12,17,1,1,2.0,8.0,1.0,14.0
207,12,17,3,3,2.0,5.0,2.0,2.0
207,12,17,4,2,1.0,6.0,1.0,13.0
207,12,17,6,1,3.0,4.0,1.0,2.0
207,12,17,8,3,4.0,2.0,2.0,
207,12,19,1,2,4.0,5.0,2.0,21.0
207,12,19,6,1,2.0,5.0,1.0,0.0
207,12,19,8,2,1.0,6.0,1.0,
209,01,13,1,6,2.0,7.0,2.0,2.0
209,01,13,3,6,2.0,7.0,2.0,2.0
209,03,21,1,2,0.0,,1.0,17.0
209,03,21,9,2,0.0,,1.0,
209,03,29,1,2,1.0,8.0,1.0,2.0
209,03,43,1,2,3.0,0.0,1.0,37.0
209,03,43,6,2,3.0,0.0,1.0,-1.0
209,05,19,1,1,5.0,6.0,1.0,30.0
209,05,33,1,3,4.0,2.0,2.0,12.0
209,07,13,9,1,6.0,2.0,1.0,
209,07,31,1,2,6.0,0.0,1.0,2.0
209,07,31,4,1,8.0,6.0,1.0,2.0
209,07,31,6,1,6.0,8.0,1.0,0.0
209,09,05,1,1,3.0,5.0,1.0,14.0
209,09,15,3,1,0.0,,1.0,2.0
209,09,15,4,1,0.0,,1.0,2.0
209,09,31,3,2,0.0,,1.0,12.0
209,11,09,1,2,3.0,5.0,1.0,13.0
209,11,09,4,2,6.0,0.0,1.0,13.0
209,11,27,1,2,0.0,,1.0,26.0
209,11,27,3,2,0.0,,1.0,26.0
209,11,43,1,2,4.0,0.0,1.0,18.0
209,11,43,3,2,0.0,,1.0,18.0
209,13,13,1,2,3.0,6.0,2.0,10.0
209,13,13,4,2,3.0,6.0,2.0,10.0
209,13,13,8,2,4.0,6.0,2.0,
209,13,33,3,1,0.0,,1.0,2.0
209,13,33,4,1,0.0,,1.0,2.0
209,15,07,1,1,3.0,5.0,1.0,5.0
209,15,07,3,5,0.0,,,5.0
209,15,07,7,8,0.0,,,5.0
209,15,33,1,1,3.0,8.0,1.0,8.0
209,15,33,3,5,0.0,,,8.0
209,15,33,8,5,0.0,,,
209,15,47,1,1,2.0,0.0,1.0,12.0
209,15,47,3,3,0.0,,,12.0
209,15,47,8,4,0.0,,,
209,17,09,1,2,5.0,1.0,1.0,12.0
209,17,09,4,2,0.0,,1.0,12.0
209,17,09,9,2,8.0,0.0,1.0,
209,17,19,1,1,2.0,5.0,1.0,4.0
209,17,19,4,2,5.0,8.0,1.0,4.0
209,17,19,6,8,5.0,2.0,1.0,0.0
209,17,19,8,8,6.0,7.0,,
209,17,27,1,1,3.0,5.0,1.0,13.0
209,17,27,4,2,3.0,8.0,1.0,13.0
209,17,27,6,8,2.0,1.0,1.0,0.0
209,17,27,8,8,5.0,2.0,1.0,
209,17,31,1,1,2.0,5.0,1.0,8.0
209,17,31,4,2,1.0,0.0,1.0,45.0
209,17,31,6,2,0.0,,1.0,0.0
209,17,31,8,8,0.0,,,
209,19,11,1,1,0.0,,1.0,2.0
209,19,11,3,1,0.0,,1.0,2.0
209,19,11,8,1,4.0,0.0,2.0,
209,21,05,1,2,1.0,0.0,1.0,16.0
209,21,05,3,2,1.0,0.0,1.0,16.0
209,21,05,6,2,0.0,,2.0,0.0
209,21,05,8,2,1.0,0.0,2.0,
209,21,21,1,1,3.0,8.0,2.0,12.0
209,21,33,1,3,8.0,5.0,,2.5
209,21,33,6,5,3.0,0.0,,2.5
209,21,33,8,5,3.0,0.0,,
209,21,41,1,1,3.0,5.0,2.0,1.0
209,21,41,3,1,3.0,5.0,2.0,1.0
209,21,41,6,5,0.0,,,1.0
209,21,41,8,3,0.0,,,
211,01,09,1,1,3.0,5.0,1.0,4.0
211,01,09,3,1,3.0,5.0,1.0,1.0
211,01,09,4,1,3.0,5.0,1.0,1.0
211,01,13,1,2,1.0,0.0,2.0,5.0
211,01,13,3,2,1.0,0.0,2.0,5.0
211,01,13,4,2,1.0,0.0,1.0,5.0
211,01,13,6,2,1.0,0.0,1.0,0.0
211,03,09,1,9,0.0,,,5.0
211,03,37,1,2,0.0,,1.0,6.0
211,05,09,1,2,1.0,0.0,1.0,33.0
211,05,09,3,2,0.0,,1.0,0.0
211,05,09,4,2,0.0,,1.0,0.0
211,05,09,6,2,8.0,0.0,1.0,0.0
211,05,09,8,2,5.0,8.0,2.0,
211,05,15,1,1,6.0,5.0,1.0,20.0
211,05,23,1,2,5.0,3.0,1.0,12.0
211,05,23,3,5,6.0,8.0,,12.0
211,05,23,8,8,6.0,7.0,,
211,05,43,1,1,0.0,,1.0,14.0
211,05,43,2,2,0.0,,1.0,14.0
211,05,43,3,2,0.0,,1.0,0.0
211,05,45,1,1,2.0,0.0,2.0,0.0
211,07,07,1,2,3.0,8.0,1.0,30.0
211,07,11,1,1,2.0,5.0,1.0,18.0
211,07,11,6,1,2.0,3.0,1.0,18.0
211,07,19,3,3,5.0,6.0,,18.0
211,07,27,1,1,2.0,5.0,1.0,15.0
211,07,27,6,1,2.0,3.0,1.0,15.0
211,07,33,1,2,0.0,,1.0,29.0
211,07,33,3,2,0.0,,1.0,9.0
211,07,33,8,2,0.0,,1.0,
211,09,21,1,2,3.0,0.0,1.0,33.0
211,09,31,1,2,1.0,6.0,1.0,15.0
211,09,31,3,2,1.0,0.0,1.0,15.0
211,09,37,1,2,0.0,,1.0,13.0
211,09,37,3,2,0.0,,1.0,3.0
211,09,45,1,8,0.0,,,5.0
211,09,45,3,8,0.0,,,5.0
211,09,45,6,8,0.0,,,5.0
211,09,45,8,8,0.0,,,
211,09,53,1,1,2.0,5.0,1.0,6.0
211,09,57,1,1,9.0,0.0,1.0,5.0
211,09,63,1,1,2.0,8.0,1.0,6.0
211,09,65,1,9,1.0,3.0,1.0,1.0
211,09,72,1,1,2.0,0.0,1.0,7.0
211,09,72,3,1,2.0,0.0,1.0,1.0
211,11,05,1,1,2.0,0.0,1.0,3.0
211,11,05,8,1,2.0,0.0,1.0,
211,11,15,1,1,3.0,4.0,1.0,9.0
211,11,15,3,1,4.0,6.0,1.0,9.0
211,11,15,6,1,4.0,8.0,2.0,9.0
211,11,15,8,1,4.0,8.0,2.0,
211,11,25,1,1,2.0,8.0,1.0,0.0
211,11,29,1,2,1.0,8.0,2.0,15.0
211,11,29,8,2,1.0,8.0,2.0,
211,11,41,1,1,2.0,0.0,1.0,7.0
211,11,41,2,5,7.0,0.0,,0.0
211,11,41,3,6,2.0,0.0,1.0,0.0
211,11,47,1,6,0.0,,,-1.0
211,11,55,1,3,8.0,1.0,1.0,30.0
211,11,55,8,3,8.0,1.0,1.0,
211,11,65,4,6,0.0,,,3.0
211,11,65,9,2,3.0,4.0,2.0,
213,01,17,1,1,2.0,0.0,2.0,4.0
213,05,11,1,2,1.0,0.0,1.0,22.0
213,05,11,3,2,1.0,0.0,1.0,22.0
213,05,19,1,2,1.0,0.0,1.0,5.0
213,05,33,1,2,0.0,,1.0,5.0
213,05,41,1,3,4.0,5.0,,16.0
213,05,41,3,3,4.0,5.0,,16.0
213,07,03,1,2,0.0,,2.0,30.0
213,07,03,4,2,0.0,,1.0,45.0
213,07,11,1,2,1.0,0.0,2.0,0.0
213,07,11,5,2,0.0,,1.0,0.0
213,07,11,6,2,0.0,,2.0,0.0
213,07,27,1,2,0.0,,2.0,7.0
213,07,27,4,2,0.0,,1.0,7.0
213,07,31,1,2,1.0,0.0,1.0,4.0
213,07,31,2,1,0.0,,1.0,7.0
213,07,39,1,2,1.0,0.0,1.0,7.0
213,07,39,6,2,1.0,0.0,1.0,0.0
213,07,39,8,2,1.0,0.0,1.0,
213,09,17,1,1,2.0,5.0,1.0,22.0
213,09,17,3,1,2.0,5.0,1.0,22.0
213,09,17,4,1,2.0,5.0,1.0,22.0
213,09,17,8,1,2.0,5.0,1.0,
213,11,07,1,1,3.0,2.0,1.0,7.0
213,11,07,3,2,5.0,8.0,1.0,7.0
213,11,07,4,8,0.0,,,7.0
213,11,07,6,7,6.0,8.0,,0.0
213,11,07,8,7,6.0,8.0,,
213,11,21,1,1,5.0,8.0,1.0,4.0
213,11,21,3,1,5.0,8.0,1.0,4.0
213,11,21,6,7,6.0,3.0,,0.0
213,11,21,8,7,6.0,8.0,,
213,11,29,1,1,4.0,5.0,1.0,15.0
213,11,29,6,2,6.0,0.0,2.0,0.0
213,11,29,8,7,6.0,0.0,,
213,11,37,1,1,2.0,3.0,2.0,38.0
213,11,37,3,2,0.0,,2.0,2.0
213,11,37,4,2,6.0,7.0,1.0,2.0
213,11,37,6,7,6.0,2.0,1.0,0.0
213,11,37,8,7,6.0,2.0,2.0,
213,11,53,1,3,1.0,2.0,1.0,6.0
213,11,53,5,2,3.0,0.0,1.0,0.0
213,11,53,6,6,7.0,8.0,,0.0
213,11,53,8,7,6.0,8.0,,
213,13,07,1,1,2.0,5.0,1.0,7.0
213,13,07,8,2,5.0,3.0,2.0,
213,13,19,1,1,2.0,5.0,1.0,5.0
213,13,19,3,2,1.0,5.0,1.0,0.5
213,13,19,6,5,3.0,4.0,,1.0
213,13,19,8,5,3.0,4.0,,
213,13,25,1,1,2.0,5.0,1.0,3.0
213,13,25,3,2,5.0,1.0,1.0,8.0
213,13,25,6,2,1.0,0.0,2.0,2.0
213,13,25,8,5,2.0,1.0,2.0,
213,13,43,1,1,2.0,5.0,1.0,5.0
213,13,43,8,4,5.0,2.0,2.0,
213,13,49,1,1,2.0,5.0,1.0,20.0
213,13,49,6,3,4.0,0.0,,1.0
213,13,49,8,1,0.0,,1.0,
213,15,13,1,1,2.0,0.0,1.0,38.0
213,15,31,1,2,0.0,,1.0,0.4
213,15,31,3,2,0.0,,1.0,0.3
213,15,41,1,1,2.0,3.0,1.0,0.5
213,15,51,1,1,2.0,0.0,1.0,10.0
213,15,51,8,1,2.0,0.0,1.0,
213,15,53,1,2,1.0,3.0,1.0,1.0
213,15,61,1,2,0.0,,1.0,28.0
213,17,02,1,1,3.0,5.0,1.0,5.0
213,17,02,3,5,3.0,1.0,1.0,5.0
213,17,02,8,2,8.0,0.0,1.0,
215,01,39,1,1,6.0,0.0,1.0,3.0
215,01,39,3,1,2.0,0.0,1.0,2.0
215,01,39,4,1,2.0,0.0,1.0,2.0
215,01,39,5,1,6.0,0.0,2.0,2.0
215,01,39,6,2,1.0,0.0,1.0,2.0
215,01,47,1,1,2.0,0.0,2.0,3.0
215,01,47,3,1,2.0,0.0,2.0,1.0
215,01,47,4,1,2.0,0.0,2.0,1.0
215,01,47,5,1,2.0,0.0,2.0,1.0
215,01,47,6,1,2.0,0.0,2.0,1.0
215,01,47,8,1,2.0,0.0,2.0,
215,03,07,1,1,2.0,4.0,2.0,1.0
215,03,07,2,1,2.0,4.0,1.0,1.0
215,03,07,3,2,8.0,3.0,2.0,1.0
215,05,11,1,1,3.0,5.0,1.0,4.0
215,05,11,8,1,3.0,5.0,1.0,
215,05,23,1,1,4.0,2.0,1.0,1.0
215,05,23,4,6,2.0,1.0,1.0,1.0
215,05,23,6,2,4.0,7.0,2.0,0.0
215,05,23,8,2,7.0,0.0,2.0,
215,05,37,1,1,5.0,8.0,1.0,18.0
215,05,37,6,1,5.0,8.0,1.0,18.0
215,05,37,8,1,5.0,8.0,1.0,
215,05,47,1,1,2.0,8.0,1.0,25.0
215,05,47,6,1,2.0,8.0,1.0,-1.0
215,05,47,8,1,2.0,8.0,1.0,
215,07,05,1,1,3.0,5.0,1.0,33.0
215,07,05,4,2,1.0,3.0,1.0,54.0
215,07,05,8,7,3.0,4.0,,
215,07,17,1,1,2.0,5.0,2.0,4.0
215,07,17,4,2,1.0,0.0,1.0,2.0
215,07,17,5,2,8.0,0.0,9.0,0.0
215,07,17,8,3,4.0,1.0,1.0,
215,07,27,1,2,1.0,0.0,1.0,16.0
215,07,27,3,8,2.0,0.0,1.0,16.0
215,07,27,4,2,0.0,,1.0,16.0
215,07,27,6,2,5.0,0.0,2.0,1.0
215,07,27,8,2,6.0,3.0,2.0,
215,09,11,1,1,0.0,,1.0,8.0
215,09,11,8,3,4.0,0.0,,
215,09,21,1,1,2.0,0.0,2.0,25.0
215,09,21,3,8,3.0,4.0,,25.0
215,09,25,1,1,2.0,0.0,1.0,3.0
215,09,25,6,8,5.0,7.0,,1.0
215,09,25,8,8,2.0,3.0,1.0,
215,09,31,1,1,2.0,0.0,1.0,1.0
215,09,31,2,4,3.0,0.0,,1.0
215,09,31,3,1,2.0,0.0,2.0,1.0
215,09,31,6,1,2.0,0.0,1.0,1.0
215,09,31,8,3,4.0,0.0,,
215,11,13,1,1,3.0,2.0,1.0,16.0
215,11,13,4,1,2.0,6.0,1.0,17.0
215,11,13,6,3,4.0,1.0,2.0,5.0
215,11,13,7,2,1.0,5.0,1.0,5.0
215,11,13,8,6,3.0,4.0,,
215,11,21,1,1,2.0,3.0,1.0,6.0
215,11,21,4,1,6.0,2.0,1.0,5.0
215,11,21,6,3,2.0,1.0,2.0,2.0
215,11,21,7,2,1.0,8.0,2.0,5.0
215,11,21,8,3,4.0,6.0,,
215,11,29,1,1,6.0,0.0,1.0,3.0
215,11,29,3,1,2.0,0.0,1.0,2.0
215,11,29,4,1,2.0,0.0,1.0,2.0
215,11,29,5,1,6.0,0.0,2.0,0.1
215,11,29,6,2,1.0,0.0,2.0,1.0
215,11,29,8,2,1.0,0.0,1.0,
215,11,35,1,1,2.0,3.0,1.0,5.0
215,11,35,4,2,1.0,3.0,1.0,13.0
215,11,35,5,5,2.0,1.0,2.0,5.0
215,11,35,8,3,2.0,8.0,2.0,
215,13,09,3,1,3.0,0.0,1.0,1.0
215,13,09,6,3,0.0,,,1.0
